Company Account,Merchant Account,Psp Reference,Merchant Reference,Record Type,Creation Date,TimeZone,Gross Currency,Gross Debit,Gross Credit,Commission,Markup,Net Currency,Net Debit,Net Credit,Batch Number
LumoGroup,LumoECOM_EU,8620000000001687,ORD-505637,Settled,2026-06-11 18:56:28,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000821,ORD-504771,Refunded,2026-06-11 18:57:05,Europe/Amsterdam,EUR,9.99,,,,EUR,9.99,,24
LumoGroup,LumoAPP_US,8620000000000403,ORD-504353,Settled,2026-06-11 19:01:56,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,24
LumoGroup,LumoECOM_EU,8620000000000630,ORD-504580,Authorised,2026-06-11 19:03:19,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000383,ORD-504333,Authorised,2026-06-11 19:04:59,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000383,ORD-504333,Settled,2026-06-11 19:41:59,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000262,ORD-504212,Authorised,2026-06-11 19:44:16,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000630,ORD-504580,Settled,2026-06-11 20:00:19,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000283,ORD-504233,Settled,2026-06-11 20:02:48,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoECOM_EU,8620000000001391,ORD-505341,Authorised,2026-06-11 20:10:00,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000311,ORD-504261,Authorised,2026-06-11 20:37:36,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000262,ORD-504212,Settled,2026-06-11 21:13:16,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001391,ORD-505341,Settled,2026-06-11 21:34:00,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000311,ORD-504261,Settled,2026-06-11 22:17:36,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoAPP_US,8620000000001468,ORD-505418,Authorised,2026-06-12 09:07:41,Europe/Amsterdam,USD,,59.99,,,USD,,,24
LumoGroup,LumoAPP_US,8620000000000023,ORD-503973,Refused,2026-06-12 09:36:16,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000028,ORD-503978,Authorised,2026-06-12 09:48:23,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001437,ORD-505387,Authorised,2026-06-12 09:53:43,Europe/Amsterdam,GBP,,54.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000307,ORD-504257,Authorised,2026-06-12 09:55:19,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001236,ORD-505186,Refused,2026-06-12 10:01:02,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000103,ORD-504053,Authorised,2026-06-12 10:12:44,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000001468,ORD-505418,Settled,2026-06-12 10:14:41,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,24
LumoGroup,LumoECOM_EU,8620000000000028,ORD-503978,Settled,2026-06-12 10:16:23,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoECOM_EU,8620000000001696,ORD-505646,Authorised,2026-06-12 10:22:09,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000001230,ORD-505180,Authorised,2026-06-12 10:54:20,Europe/Amsterdam,USD,,24.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001437,ORD-505387,Settled,2026-06-12 11:14:43,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,24
LumoGroup,LumoECOM_EU,8620000000000307,ORD-504257,Settled,2026-06-12 11:39:19,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoAPP_US,8620000000000589,ORD-504539,Authorised,2026-06-12 11:49:31,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001696,ORD-505646,Settled,2026-06-12 11:53:09,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoECOM_EU,8620000000001029,ORD-504979,Authorised,2026-06-12 11:55:14,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000001301,ORD-505251,Authorised,2026-06-12 11:59:56,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000103,ORD-504053,Settled,2026-06-12 12:02:44,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoAPP_US,8620000000001230,ORD-505180,Settled,2026-06-12 12:19:20,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,24
LumoGroup,LumoECOM_EU,8620000000000105,ORD-504055,Authorised,2026-06-12 12:24:08,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001121,ORD-505071,Authorised,2026-06-12 12:48:45,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000001450,ORD-505400,Refused,2026-06-12 13:03:11,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoAPP_US,8620000000000070,ORD-504020,Authorised,2026-06-12 13:04:08,Europe/Amsterdam,USD,,59.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001121,ORD-505071,Settled,2026-06-12 13:14:45,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoAPP_US,8620000000000589,ORD-504539,Settled,2026-06-12 13:15:31,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000105,ORD-504055,Settled,2026-06-12 13:18:08,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoECOM_EU,8620000000000036,ORD-503986,Authorised,2026-06-12 13:19:04,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000133,ORD-504083,Refused,2026-06-12 13:19:21,Europe/Amsterdam,GBP,,21.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000975,ORD-504925,Authorised,2026-06-12 13:19:35,Europe/Amsterdam,EUR,,4.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000685,ORD-504635,Authorised,2026-06-12 13:20:33,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001301,ORD-505251,Settled,2026-06-12 13:20:56,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoECOM_EU,8620000000001625,ORD-505575,Authorised,2026-06-12 13:21:07,Europe/Amsterdam,GBP,,54.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000001029,ORD-504979,Settled,2026-06-12 13:35:14,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000001625,ORD-505575,Settled,2026-06-12 13:40:07,Europe/Amsterdam,GBP,,54.99,1.04,0.33,GBP,,53.62,24
LumoGroup,LumoAPP_US,8620000000000070,ORD-504020,Settled,2026-06-12 13:44:08,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,24
LumoGroup,LumoECOM_EU,8620000000000250,ORD-504200,Authorised,2026-06-12 13:47:16,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000902,ORD-504852,Authorised,2026-06-12 13:48:54,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000975,ORD-504925,Settled,2026-06-12 13:49:35,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,24
LumoGroup,LumoECOM_EU,8620000000000036,ORD-503986,Settled,2026-06-12 13:51:04,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000685,ORD-504635,Settled,2026-06-12 14:02:33,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000414,ORD-504364,Authorised,2026-06-12 14:05:33,Europe/Amsterdam,EUR,,4.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000000157,ORD-504107,Authorised,2026-06-12 14:09:03,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000923,ORD-504873,Refused,2026-06-12 14:17:30,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000152,ORD-504102,Authorised,2026-06-12 14:23:33,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000000398,ORD-504348,Authorised,2026-06-12 14:23:36,Europe/Amsterdam,USD,,59.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000250,ORD-504200,Settled,2026-06-12 14:25:16,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoECOM_EU,8620000000000027,ORD-503977,Authorised,2026-06-12 14:30:12,Europe/Amsterdam,GBP,,21.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000771,ORD-504721,Authorised,2026-06-12 14:35:07,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000027,ORD-503977,Settled,2026-06-12 14:36:12,Europe/Amsterdam,GBP,,21.99,0.42,0.13,GBP,,21.44,24
LumoGroup,LumoECOM_EU,8620000000001024,ORD-504974,Authorised,2026-06-12 14:37:59,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001110,ORD-505060,Authorised,2026-06-12 14:43:02,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001024,ORD-504974,Settled,2026-06-12 14:46:59,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoAPP_US,8620000000000157,ORD-504107,Settled,2026-06-12 14:47:03,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000970,ORD-504920,Authorised,2026-06-12 15:02:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001290,ORD-505240,Authorised,2026-06-12 15:03:40,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000073,ORD-504023,Authorised,2026-06-12 15:15:25,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000468,ORD-504418,Refused,2026-06-12 15:20:08,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000902,ORD-504852,Settled,2026-06-12 15:23:54,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoAPP_US,8620000000000793,ORD-504743,Authorised,2026-06-12 15:31:11,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000152,ORD-504102,Settled,2026-06-12 15:31:33,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoECOM_EU,8620000000000414,ORD-504364,Settled,2026-06-12 15:32:33,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,24
LumoGroup,LumoAPP_US,8620000000000398,ORD-504348,Settled,2026-06-12 15:34:36,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,24
LumoGroup,LumoECOM_EU,8620000000000073,ORD-504023,Settled,2026-06-12 15:42:25,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoECOM_EU,8620000000000728,ORD-504678,Authorised,2026-06-12 15:52:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000001030,ORD-504980,Authorised,2026-06-12 15:52:12,Europe/Amsterdam,USD,,24.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001110,ORD-505060,Settled,2026-06-12 16:10:02,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoAPP_US,8620000000001210,ORD-505160,Authorised,2026-06-12 16:12:12,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001041,ORD-504991,Authorised,2026-06-12 16:14:00,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000771,ORD-504721,Settled,2026-06-12 16:17:07,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000000728,ORD-504678,Settled,2026-06-12 16:28:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001389,ORD-505339,Authorised,2026-06-12 16:32:42,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000295,ORD-504245,Authorised,2026-06-12 16:34:41,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000970,ORD-504920,Settled,2026-06-12 16:36:40,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001372,ORD-505322,Authorised,2026-06-12 16:38:46,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001290,ORD-505240,Settled,2026-06-12 16:43:40,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000442,ORD-504392,Authorised,2026-06-12 16:44:02,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000001389,ORD-505339,Settled,2026-06-12 16:55:42,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoAPP_US,8620000000001030,ORD-504980,Settled,2026-06-12 17:04:12,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,24
LumoGroup,LumoECOM_EU,8620000000000093,ORD-504043,Authorised,2026-06-12 17:13:23,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000000793,ORD-504743,Settled,2026-06-12 17:17:11,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001372,ORD-505322,Settled,2026-06-12 17:18:46,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000385,ORD-504335,Authorised,2026-06-12 17:19:38,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000093,ORD-504043,Settled,2026-06-12 17:26:23,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000295,ORD-504245,Settled,2026-06-12 17:28:41,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoAPP_US,8620000000001284,ORD-505234,Refused,2026-06-12 17:32:54,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000442,ORD-504392,Settled,2026-06-12 17:33:02,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoAPP_US,8620000000001210,ORD-505160,Settled,2026-06-12 17:58:12,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001041,ORD-504991,Settled,2026-06-12 17:59:00,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000276,ORD-504226,Authorised,2026-06-12 18:11:07,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000001540,ORD-505490,Authorised,2026-06-12 18:15:25,Europe/Amsterdam,USD,,59.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001137,ORD-505087,Authorised,2026-06-12 18:23:09,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000000155,ORD-504105,Authorised,2026-06-12 18:24:15,Europe/Amsterdam,USD,,59.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001376,ORD-505326,Authorised,2026-06-12 18:27:32,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001137,ORD-505087,Settled,2026-06-12 18:28:09,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000479,ORD-504429,Authorised,2026-06-12 18:32:23,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000276,ORD-504226,Settled,2026-06-12 18:40:07,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000385,ORD-504335,Settled,2026-06-12 18:42:38,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001643,ORD-505593,Authorised,2026-06-12 18:48:50,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000279,ORD-504229,Authorised,2026-06-12 18:57:18,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000661,ORD-504611,Authorised,2026-06-12 19:01:13,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000479,ORD-504429,Settled,2026-06-12 19:02:23,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoAPP_US,8620000000001540,ORD-505490,Settled,2026-06-12 19:08:25,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,24
LumoGroup,LumoAPP_US,8620000000000155,ORD-504105,Settled,2026-06-12 19:09:15,Europe/Amsterdam,USD,,59.99,1.14,0.36,USD,,58.49,24
LumoGroup,LumoECOM_EU,8620000000000910,ORD-504860,Authorised,2026-06-12 19:12:54,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000001553,ORD-505503,Authorised,2026-06-12 19:41:02,Europe/Amsterdam,EUR,,4.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000910,ORD-504860,Settled,2026-06-12 19:42:54,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000001643,ORD-505593,Settled,2026-06-12 19:50:50,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000000312,ORD-504262,Authorised,2026-06-12 19:53:45,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000001376,ORD-505326,Settled,2026-06-12 19:56:32,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000279,ORD-504229,Settled,2026-06-12 20:22:18,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000000489,ORD-504439,Authorised,2026-06-12 20:25:53,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000661,ORD-504611,Settled,2026-06-12 20:29:13,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001148,ORD-505098,Authorised,2026-06-12 20:32:37,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001553,ORD-505503,Settled,2026-06-12 20:34:02,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,24
LumoGroup,LumoECOM_EU,8620000000000238,ORD-504188,Authorised,2026-06-12 20:55:39,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000701,ORD-504651,Authorised,2026-06-12 20:55:48,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000312,ORD-504262,Settled,2026-06-12 21:14:45,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000000238,ORD-504188,Settled,2026-06-12 21:26:39,Europe/Amsterdam,EUR,,24.99,0.47,0.15,EUR,,24.37,24
LumoGroup,LumoECOM_EU,8620000000001148,ORD-505098,Settled,2026-06-12 21:54:37,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000701,ORD-504651,Settled,2026-06-12 22:05:48,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000489,ORD-504439,Settled,2026-06-12 22:11:53,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoAPP_US,8620000000001363,ORD-505313,Authorised,2026-06-13 09:01:32,Europe/Amsterdam,USD,,24.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000001466,ORD-505416,Authorised,2026-06-13 09:08:33,Europe/Amsterdam,GBP,,4.49,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000000841,ORD-504791,Authorised,2026-06-13 09:13:10,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000851,ORD-504801,Authorised,2026-06-13 09:13:35,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000001363,ORD-505313,Settled,2026-06-13 09:21:32,Europe/Amsterdam,USD,,24.99,0.47,0.15,USD,,24.37,24
LumoGroup,LumoECOM_EU,8620000000001168,ORD-505118,Authorised,2026-06-13 09:33:08,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000851,ORD-504801,Settled,2026-06-13 09:37:35,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001572,ORD-505522,Authorised,2026-06-13 09:38:26,Europe/Amsterdam,EUR,,4.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000627,ORD-504577,Authorised,2026-06-13 09:46:20,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001168,ORD-505118,Settled,2026-06-13 09:51:08,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoECOM_EU,8620000000001466,ORD-505416,Settled,2026-06-13 10:02:33,Europe/Amsterdam,GBP,,4.49,0.09,0.02,GBP,,4.38,24
LumoGroup,LumoECOM_EU,8620000000000894,ORD-504844,Authorised,2026-06-13 10:03:13,Europe/Amsterdam,GBP,,8.99,,,GBP,,,24
LumoGroup,LumoECOM_EU,8620000000001572,ORD-505522,Settled,2026-06-13 10:05:26,Europe/Amsterdam,EUR,,4.99,0.09,0.03,EUR,,4.87,24
LumoGroup,LumoAPP_US,8620000000000112,ORD-504062,Authorised,2026-06-13 10:08:58,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000841,ORD-504791,Settled,2026-06-13 10:11:10,Europe/Amsterdam,EUR,,59.99,1.14,0.36,EUR,,58.49,24
LumoGroup,LumoECOM_EU,8620000000000306,ORD-504256,Authorised,2026-06-13 10:13:56,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000627,ORD-504577,Settled,2026-06-13 10:25:20,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoAPP_US,8620000000000050,ORD-504000,Authorised,2026-06-13 10:25:26,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoAPP_US,8620000000000112,ORD-504062,Settled,2026-06-13 10:56:58,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001653,ORD-505603,Authorised,2026-06-13 11:06:57,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000068,ORD-504018,Authorised,2026-06-13 11:12:15,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000743,ORD-504693,Authorised,2026-06-13 11:19:04,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000000148,ORD-504098,Authorised,2026-06-13 11:25:13,Europe/Amsterdam,USD,,9.99,,,USD,,,24
LumoGroup,LumoECOM_EU,8620000000000985,ORD-504935,Refused,2026-06-13 11:26:25,Europe/Amsterdam,EUR,,24.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001213,ORD-505163,Refused,2026-06-13 11:35:59,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoAPP_US,8620000000000050,ORD-504000,Settled,2026-06-13 11:38:26,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000000894,ORD-504844,Settled,2026-06-13 11:39:13,Europe/Amsterdam,GBP,,8.99,0.17,0.05,GBP,,8.77,24
LumoGroup,LumoECOM_EU,8620000000000306,ORD-504256,Settled,2026-06-13 11:47:56,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoAPP_US,8620000000000148,ORD-504098,Settled,2026-06-13 11:50:13,Europe/Amsterdam,USD,,9.99,0.19,0.06,USD,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001653,ORD-505603,Settled,2026-06-13 12:05:57,Europe/Amsterdam,EUR,,9.99,0.19,0.06,EUR,,9.74,24
LumoGroup,LumoECOM_EU,8620000000001480,ORD-505430,Authorised,2026-06-13 12:08:32,Europe/Amsterdam,EUR,,59.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000001617,ORD-505567,Authorised,2026-06-13 12:20:51,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000451,ORD-504401,Authorised,2026-06-13 12:25:52,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
LumoGroup,LumoECOM_EU,8620000000000514,ORD-504464,Authorised,2026-06-13 12:40:16,Europe/Amsterdam,EUR,,9.99,,,EUR,,,24
